letterInfo_ID,post_ID,letter_date,letter_dbdate,manuscript_location,letter_fromAddress,letter_footnote
2893,2945,Oct 21st 1844[[footnote:1]],1844-10-21,MS West Devon Record Office Acc No 308: 21/10/44.,Otterbourn,"[[footnote:1]]The year date on this and subsequent 1844 letters to Anne Yonge appears to be in another hand.

<br/>[[footnote:2]]<i>Amy Herbert</i>  By a Lady (1844). This pioneering Tractarian novel was to have a large influence on CMY.  The author, Elizabeth Missing Sewell (1815-1906),  had several brothers, but the one most likely to be referred to here is the Rev. James Edwards Sewell (1810-1903), who was a friend of the curate of Otterbourne, the Rev. William Bigg Wither.

<br/>[[footnote:3]]<i>The Fairy Bower</i>  (1841), a story by Harriett (Newman) Mozley (1803-1852), sister of John Henry Newman.

<br/>[[footnote:4]]In fact the article did not appear until October 1845.  Mary Frances Keble Coleridge (1824-1898), daughter of Sir John Taylor Coleridge, was one of CMY’s closest friends.

<br/>[[footnote:5]]The Garstins were relations.  The first wife of CMY\'s grandfather, the mother of her half-aunt Alethea (Bargus) Yonge,  had been Cordelia Ann Garstin (1751-1791).   The Delia Garstin referred to here was probably the latter’s great-niece Cordelia Garstin (1798/9-1867).

<br/>[[footnote:6]]Sir William Heathcote;  his second wife Selina Shirley (1814/5-1901); the baby their second son  Evelyn Dawsonne Heathcote (11 November 1844-1908); two children of his first marriage, Caroline Elizabeth Heathcote (1833-1910), later Cooke-Trench, and William  Perceval Heathcote (1826-1903);   Sir William’s mother Elizabeth (Bigg) Heathcote (1773-1855);  her sister Alethea Bigg (1777-1847), the friend of Jane Austen;  and two small children of  his second marriage, Selina Frances Heathcote (1842- after 1906) and Charles George Heathcote (1843-1924).

<br/>"
2894,2946,Oct 28th 1844,1844-10-28,MS West Devon Record Office Acc No 308: 28/10/44,Otterbourn,"[[footnote:1]]Jane Susannah (Short) Wickham (b. 1799/1800), wife of the Rev. Robert Wickham (1802/3-1880), master of Twyford School and later (1847) vicar of Gresford, Denbigh. Elizabeth Ann  Wickham (b.1832/3) and Laura Maria Wickham (b.1844) had at least three brothers.

[[footnote:2]]William Cornwallis Harris, <i>The Highlands of Aethiopia</i> 3 vols (London: Longman 1844).

<br/>"
2895,2947,All Saints [1 November 1844[[footnote:1]]],1844-11-01,MS West Devon Record Office Acc No 308: 1/11/44,,"[[footnote:1]]The MS is endorsed ‘1844’ in another hand.

[[footnote:2]]Anne’s mother, [[person:1580]Alethea Henrietta (Bargus) Yonge] had died on  28 October 1844.

[[footnote:3]][[person:1618]]ohn Yonge] (1814-1818) and[[person:1615] James Yonge] (1816-1834).
"
2896,2948,Novr 6th 1844,1844-11-06,MS West Devon Record Office Acc No 308: 6/11/44,Otterbourn,"[[footnote:1]]Puslinch is in the parish of Newton Ferrers, of which the Rev. John Yonge was Rector.

[[footnote:2]]<i>Lyra Apostolica</i> (Derby: Mozley, Rivington 1836), a collection of anonymous poems by Keble, Newman and others. Caroline (Perceval) Heathcote (d. 1835), first wife of Sir William Heathcote.

[[footnote:3]]<i>Plain Sermons by Contributors to the ‘Tracts for the Times’</i> 10 vols (London: Rivington 1839-48).

[[footnote:4]]Urania (Leeke) Tucker, wife of Rear-Admiral Sir Edward Tucker of Park Place, Wickham, Hampshire.  Her mother was a Bargus and so she was a first cousin of both[[person:1580]Anne\'s mother] (who had just died) and CMY\'s mother.  Delia Garstin was a cousin of Anne\'s mother.

<br/>"
2897,2949,Novr 19th [1844],1844-11-19,MS West Devon Record Office Acc No 308: 19/11/44,Otterbourn,"[[footnote:1]]The implication seems to be that FMY is remembering the death of her own mother, which corroborates the view that [[person:103]Mary Bargus] had died in 1843, and not, as Coleridge writes (<i>Life</i> 154) in 1848.  Anne\'s mother [[person:1580] Alethea Henrietta Yonge] had just died.

<br/>"
2898,2950,Decr 13th [1844],1844-12-13,MS West Devon Record Office Acc No 308: 13/12/44,Otterbourn,"[[footnote:1]]Anne was mourning the death of her mother [[person:1580] Alethea Henrietta Yonge].

[[footnote:2]]JBY had come home for the holidays from Eton College;  Anne’s brother Edmund Charles Yonge (1827-1847) was at Winchester College.
"
2899,2951,Otterbourn [5 January 1845[[footnote:1]]],1845-01-05,MS West Devon Record Office Acc No 308: 5/1/45,,"[[footnote:1]]Endorsed in another hand ‘Janry  5th- / 45.

[[footnote:2]]This seems to relate to a successful operation on Anne’s elder sister Jane Duke Yonge (1820/1-1855), third daughter of the Puslinch Yonges.

[[footnote:3]]Isaiah 43: 2.

[[footnote:4]]Mary Yonge (c.1818-1910), Anne’s second sister.
"
2900,2952,April 19th  [1845[[footnote:1]]],1845-04-19,MS West Devon Record Office Acc 1092/2.,Otterbourn,"[[footnote:1]]Endorsed in another hand ‘1845’.

<br/>[[footnote:2]]Jane Colborne (1826/7-1919) had evidently become engaged to Andrew Agnew (1818-1892), who succeeded his father as 8th baronet in 1849.  The marriage did not take place, and he married Lady Louisa Noel (d. 1883) in August 1846.

<br/>[[footnote:3]]The Garstins were an Irish family, to which Anne’s maternal grandmother had belonged. There are several references to Delia Garstin in these early letters, see above To Anne Yonge (21 October 1844). If she was, as there suggested, Cordelia Garstin (1798/9-1867), then her sister Mary (d.1863) was married to William Hay (1788-1876) of Duns Castle, co. Berwick, which might account for her enthusiasm for Scotland.

<br/>[[footnote:4]]Jane Colborne’s elder sisters were Elizabeth  (1819-1882) and Cordelia Colborne (1825/6-1862);  Mary Coleridge had a younger sister Alethea (1826-1909).

<br/>[[footnote:5]]Alethea Duke (Yonge) Bond (1817-1847) and Cordelia Anne Duke Yonge (1807-1864), who is the second Delia mentioned in this letter, were the daughters of the Rev. Duke Yonge (1779-1836) and Cordelia Colborne (‘Aunt Duke’) (1775-1856).  Margaret may have been a daughter of Alethea Bond; if so she did not survive her mother, who left no issue.

<br/>[[footnote:6]]John Duke Coleridge (1820-1894) was on his way to visit his fiancée Jane Fortescue Seymour (1824/5-1878) in the Isle of Wight; they married on 11 August 1846.

<br/>[[footnote:7]]Frances Sophia Coleridge Patteson (1825/6-1913) was a first cousin of Mary Coleridge’s; ‘the boys’ were her brothers [[person:1155]John Coleridge Patteson] (1827-1871), the future Bishop of Melanesia, and [[person:1152]James Henry Patteson] (b.1829).

<br/>[[footnote:8]]<i>i.e</i>.  in the absence of his father he had to give his arm to their lady guest.

<br/>[[footnote:9]]Anne Duke (Yonge) Pode (<i>c</i>. 1800-1845), sister of WCY.

<br/>[[footnote:10]]Probably  James Littlefield (b. 1815/6), agricultural labourer, of Otterbourne, who was lodging at Hole Mill, Allbrook, with the parents of Eliza Hooper (b. 1815/6) at the time of the 1841 census.

<br/>[[footnote:11]]Richard Cobbold, <i>The History of Margaret Catchpole: A Suffolk Girl</i> (1845).

<br/>"
2901,2953,July 22d [1845[[footnote:1]]],1845-07-22,MS West Devon Record Office Acc 1092/3,Otterbourn,"[[footnote:1]]Endorsed in another hand’ / 45’.

[[footnote:2]]Mary Coleridge never married.  She had evidently become engaged to Roundell Palmer (1812-1895), the future Earl of Selborne, then a rising young barrister, a great friend of Charles Wordsworth and of the Coleridges and the Moberlys.  In his memoirs and among his papers in Lambeth Palace Library there are signs of significant omissions and some sort of spiritual and emotional crisis in this year, also letters of commiseration with unspecified grief from John Keble. David Pugsley, ‘Coleridge, Sir John Taylor (1790–1876)’, <i>Oxford Dictionary of National Biography</i> (Oxford: Oxford University Press, 2004), states that  she ‘rejected a proposal of marriage in 1845 from Roundell Palmer, the future Lord Chancellor Selborne, to her father’s deep regret’.  It sounds from this as though an engagement briefly existed, and was ended.  CMY was more pleased by the news of this engagement than of the news that their cousin [[person:1042]Jane Colborne] had become engaged to Andrew Agnew.

[[footnote:3]]The Rev. Charles Wordsworth (1806-1892), second master of Winchester College and subsequently (1852) Bishop of St. Andrews.  He had travelled in France with Roundell Palmer in 1834.

[[footnote:4]]Brambridge House,  Brambridge, a village just east of  Otterbourne, beyond the river Itchen, in Twyford parish, belonged to the Roman Catholic Smythe family,  to which Maria Anne (Smythe) Fitzherbert (1756-1837), the unlawful wife of George IV, belonged.  [Probably her brother Charles Smythe sold up?]

[[footnote:5]][[person:1016]Harry], [[person:1018]Louisa] and [[person:1022]Rosa Moberly], children of a brother of the Rev. George Moberly who worked in India, lived with their uncle and aunt from 1841.

[[footnote:6]]The reference is presumably to a book  by the Rev. Thomas Arnold (1795-1842), D.D., headmaster of Rugby.

[[footnote:7]]Mason (Mrs Reeves) is probably Maria Mason, CMY’s former nurse, sister of the transported rioter [[person:977]Joseph Mason] (1799-1863), who may also be the ‘old nurse of mine who married a drum major’ mentioned in a letter to Ann Carter Smith (31 March 1864).

<br/>"
2902,2954,[?October ?November 1845],1845-11-18,MS [fragment]  West Devon Record Office Acc No 308: Oct/Nov/45,,"[[footnote:1]]The reference is not clear, but it may perhaps have been to a sketch or print of a sculpture of two children by Francis Chantrey in Lichfield Cathedral, or to a poem, which CMY was later to make the epigraph to [[cmybook:24]<i>The Daisy Chain</i>], Chapter 14, entitled ‘Lines on a monument at Lichfield’.

[[footnote:2]][[otherbook:84]<i>The Birthday: A Tale for the Young</i>] (1844), an anonymous work by Lady Harriet Howard, was reviewed just after <i>Abbeychurch</i> in ‘Books for the Young’<i>Christian Remembrancer</i> 10 (October 1845) 377-407.  The words ‘too transparently instructive’ appear on p. 391;  the passage quoted with a few omissions here is part of a summing up on page 407.

[[footnote:3]]Anne\'s sisters."
2903,2955,Sept 19th  [1846[[footnote:1]]],1846-09-19,MS West Devon Record Office Acc 1092/4,Otterbourn,"[[footnote:1]]Endorsed in another hand ‘1846’. The envelope is endorsed ‘Tiff with Anne’ addressed to ‘Miss Anne Yonge Puslinch Yealmton Devon’  and stamped ‘Otterbourn Penny Post’.

[[footnote:2]]William Froude (1810-1879), railway engineer, was the brother of the [[person:527]Rev. Hurrell Froude] (1803-1836) and of [[person:528]James Anthony Froude] (1818-1894).  At this time he was living in Dartington looking after his elderly father the Ven. [[person:529]Richard Hurrell Froude] (1771-1859), Rector of Dartington and Archdeacon of Totnes. He married (1839)  Catherine Holdsworth (d. 1878).

[[footnote:3]]St. Michael, Westhill, built 1845-6.

[[footnote:4]]Perhaps Robert Smirke (1781-1867) or his brother Sydney Smirke (1798-1877), architects.

[[footnote:5]]The Rev. Henry Bennett (1795-1874), of Sparkford Hall, was married to Emily Moberly, sister of the Rev. George Moberly.  They had 14 children; his daughter Helen Frances Bennett married (1863) the Rev. R.W. Church (1815-1890).

[[footnote:6]]Alethea (Yonge) Anderson Morshead, Anne’s eldest sister, had just given birth to her eldest son John Yonge Anderson Morshead (11 June 1846-1923).

[[footnote:7]]Penwell was evidently a schoolmaster or schoolmistress, presumably in Newton Ferrers, near Puslinch, where several people of that name are recorded in the 1841 census.

[[footnote:8]]Packets of reward books for village schoolchildren, published by James Burns at a cost of 2d.-4d. apiece.

[[footnote:9]]Frances Charlotte Perceval (<i>c</i>. 1826-3 September 1846), daughter of the Rev. and Hon. Arthur Perceval (1799-1853), Rector of East Horsley, pupil of Keble and great friend and brother-in-law of Sir William Heathcote.
"
2904,2956,Sept 24th [1846[[footnote:1]]],1846-09-24,MS West Devon Record Office Acc 1092/5,Otterbourn,"[[footnote:1]]The first Langley School story, ‘Two Ways of Learning’ which appeared in Burns’s <i>Magazine for the Young</i> (September 1846).

[[footnote:2]]The Ampfield fountain had been put up by Sir William Heathcote in imitation of one he had seen abroad.

[[footnote:3]] In Jane Austen, <i>[[otherbook:238]Sense and Sensibility]</i> Chapter 13, Elinor mocks Marianne about the swiftness of her friendship with Willoughby: \'You will soon have exhausted each favourite topic. Another meeting will suffice to explain his sentiments on picturesque beauty, and second marriages.\'

[[footnote:4]] The railway viaducts at Cornwood, in south Devon, where WCY had been brought up.

[[footnote:5]]The Warden of Winchester College was the Rev. Robert Speckott Barter (1790-1861), who was unmarried; old Mrs Barter was probably his mother. His brother the Rev. William Barter, Rector of Burghclere, was the father of Katherine Mary Barter, who had just become engaged to the widowed Rev. Charles Wordsworth, second master of Winchester College.  Another brother, the Rev. Charles Barter, Rector of Sarsden, also had a daughter Catherine Barter (b. 1820/1).


"
2905,2957,Friday 30th Oct? [sic] [1846],1846-10-30,MS Plymouth and West Devon Record Office 308/70/17,[Otterbourne],"[[footnote:1]]The Rev. Dr. Joseph Hemington Harris (1799/1800-1881) D. D., incumbent of Torre, near Torquay had married (1837) Jane Yonge  (b.1796 ), sister of Rev. John Yonge of Puslinch and of Elizabeth (Yonge), Lady Seaton.  They were no doubt in charge of the latter’s son Graham Colborne while his parents were in the Ionian Islands.

<br/>"
2906,2958,Sunday [December] 1846.,1846-12-18,"MS location unknown.  Printed in Coleridge, <i>[[otherbook:40]Life]</i> 156-157",,"[[footnote:1]]CMY called Dyson ‘Driver’ and signed herself ‘Slave.’

[[footnote:2]]CMY’s story <i>Henrietta’s Wish, or, Domineering: A Tale</i>, which was serialized in the <i>Churchman’s Companion</i>, January 1849-May 1850, and published in volume form in 1850.

[[footnote:3]]One of Dyson’s pupils, who were nicknamed ‘the calves’.

[[footnote:4]]Friedrich, Baron de la Motte Fouqué, <i>Sintram und seine Gefährten</i> (1811).  The Tractarians had a cult of La Motte Fouqué;  Dyson’s own <i>[[otherbook:58]Ivo and Verena, or, The Snowdrop]</i> (London: Burns 1842) is a children’s version of of one of his allegorical romances.

<br/>"
2907,2959,April 5th 1848,1848-04-05,"MS Pierpont Morgan Library, New York,  MA 4500.",Otterbourn nr Winchester,"[[footnote:1]]Mark 16: 14.  The Authorized Version reads ‘Afterward he appeared unto the eleven as they sat at meat, and upbraided them with their unbelief and hardness of heart . . .’

[[footnote:2]]Thomas Ken (1637–1711), Bishop of Bath and Wells.

<br/>"
2908,2960,"May 14, 1848",1848-05-14,"MS location unknown.  Printed in Coleridge, <i>[[otherbook:40]Life]</i>, 157-158",Otterbourne,"[[footnote:1]]<i>Sister’s Care</i>, a story by Mary Coleridge, was serialized in the <i>Churchman’s Companion</i> and published in volume form in 1849.

[[footnote:2]]<i>Michael the Chorister</i>, (London: Mozley n.d.) another story by Mary Coleridge, of which copies survive in the John Rylands and Bodleian libraries.  <i>Sister’s Care</i> By the Author of <i>Michael the Chorister</i> was published anonymously in 1849.

[[footnote:3]]The matron at the Dysons’ school, the cow who looked after the calves.  At the time of the 1851 census she was Eliza Stewart (b. Scotland 1809/10).

[[footnote:4]]A high church school on the model of Eton College, founded in Ireland in 1842 by the [[person:1306]Rev. William Sewell] (1804-1874), brother of  Elizabeth Sewell.  The sub-warden was perhaps the [[person:]Rev. Matthew Calley Morton].

[[footnote:5]]The Rev. Charles John Abraham, <i>[[otherbook:10]The Unity of History]</i> (Eton: Williams 1845).

[[footnote:6]]John Mozley  (1805–1872), her publisher.

[[footnote:7]]Pope, <i>Dunciad</i>, I, 52: ‘Poetic Justice, with her lifted scale/Where, in nice balance, truth with gold she weighs,/  And solid pudding against empty praise.’

[[footnote:8]][[person:923]Alethea Buchanan Coleridge] (d. 1909), sister of Mary, married the Rev.[[person:926] John Fielder Mackarness] (1820-1889), later Bishop of Oxford,  on 7 August 1849.

[[footnote:9]]Priscilla Lydia Sellon (1821-1876) began in 1848 to do social work in Plymouth, Devon, and founded the Society of Sisters of Mercy of the Holy Trinity, Devonport.  She worked devotedly during the 1848 cholera epidemic, and was seriously ill in early 1849; she was also attacked for her close association with Pusey.  CMY’s bank account shows a series of payments, probably charitable, made to Sellon from 1853.

[[footnote:10]][[person:1578]Eliza Yard] (b.1804/5) and [[person:1577]Adelaide Yard] (b. 1806/7) are listed in the 1859 Hampshire directory as inhabitants of Otterbourne;   they later went to live in Winchester, where Elizabeth Sewell stayed with them in 1864.
"
